"DATE","INDPRO","CIVPART","CPIAUCSL","PAYEMS","PSAVERT"
"1969-02-01","39.5919",60,35.8,69700,9.4
"1969-03-01","39.9024",59.9,36.1,69905,9.9
"1969-04-01","39.7555",60,36.3,70072,9.5
"1969-05-01","39.6053",59.8,36.4,70328,10
"1969-06-01","39.9922",60.1,36.6,70636,10.9
"1969-07-01","40.2033",60.1,36.8,70729,11.7
"1969-08-01","40.2957",60.3,36.9,71006,11.5
"1969-09-01","40.2867",60.3,37.1,70917,11.5
"1969-10-01","40.2985",60.4,37.3,71120,11.3
"1969-11-01","39.9186",60.2,37.5,71087,11.5
"1969-12-01","39.8115",60.2,37.7,71240,11.7
"1970-01-01","39.0743",60.4,37.9,71176,11.7
"1970-02-01","39.0485",60.4,38.1,71304,11.6
"1970-03-01","38.9978",60.6,38.3,71452,12.3
"1970-04-01","38.8975",60.6,38.5,71348,13.3
"1970-05-01","38.8522",60.3,38.6,71123,12.3
"1970-06-01","38.7265",60.2,38.8,71029,11.7
"1970-07-01","38.8216",60.4,38.9,71053,13.2
"1970-08-01","38.7524",60.3,39,70933,13.1
"1970-09-01","38.4852",60.2,39.2,70948,12.9
"1970-10-01","37.7154",60.4,39.4,70519,13
"1970-11-01","37.487",60.4,39.6,70409,13.3
"1970-12-01","38.3479",60.4,39.8,70790,12.9
"1971-01-01","38.6429",60.4,39.9,70866,13.1
"1971-02-01","38.5692",60.1,39.9,70806,13.1
"1971-03-01","38.5274",60,40,70859,13.3
"1971-04-01","38.7438",60.1,40.1,71037,13
"1971-05-01","38.9404",60.2,40.3,71247,13.4
"1971-06-01","39.1037",59.8,40.5,71253,14.4
"1971-07-01","38.9902",60.1,40.6,71315,13.6
"1971-08-01","38.7639",60.2,40.7,71370,13.6
"1971-09-01","39.3939",60.1,40.8,71617,12.9
"1971-10-01","39.6888",60.1,40.9,71642,13
"1971-11-01","39.8572",60.4,41,71846,12.8
"1971-12-01","40.3174",60.4,41.1,72108,12.9
"1972-01-01","41.2866",60.2,41.2,72445,12.4
"1972-02-01","41.68",60.2,41.4,72652,12.6
"1972-03-01","41.9758",60.5,41.4,72945,11.5
"1972-04-01","42.4207",60.4,41.5,73163,11.3
"1972-05-01","42.3956",60.4,41.6,73467,11.5
"1972-06-01","42.5178",60.4,41.7,73760,11.4
"1972-07-01","42.5004",60.4,41.8,73708,11.4
"1972-08-01","43.0644",60.6,41.9,74138,11.8
"1972-09-01","43.3948",60.4,42.1,74263,12
"1972-10-01","43.9709",60.3,42.2,74673,12.7
"1972-11-01","44.4866",60.3,42.4,74967,13.4
"1972-12-01","45",60.5,42.5,75270,13.4
"1973-01-01","45.2914",60,42.7,75621,12.1
"1973-02-01","45.9647",60.5,43,76017,12.2
"1973-03-01","45.9868",60.8,43.4,76285,12.4
"1973-04-01","45.9274",60.8,43.7,76455,12.8
"1973-05-01","46.2184",60.6,43.9,76646,12.8
"1973-06-01","46.2516",60.9,44.2,76887,13.2
"1973-07-01","46.4427",60.9,44.2,76911,12.8
"1973-08-01","46.3634",60.7,45,77166,13.6
"1973-09-01","46.7782",60.8,45.2,77276,12.8
"1973-10-01","47.0944",60.9,45.6,77606,14
"1973-11-01","47.3422",61.2,45.9,77912,14
"1973-12-01","47.2312",61.2,46.3,78035,14.4
"1974-01-01","46.9002",61.3,46.8,78104,14
"1974-02-01","46.7547",61.4,47.3,78254,13.8
"1974-03-01","46.768",61.3,47.8,78296,13
"1974-04-01","46.6012",61.1,48.1,78382,12.7
"1974-05-01","46.9779",61.2,48.6,78547,12.3
"1974-06-01","46.9246",61.2,49,78602,12.5
"1974-07-01","46.9465",61.4,49.3,78635,12.7
"1974-08-01","46.4902",61.2,49.9,78619,11.6
"1974-09-01","46.5124",61.4,50.6,78611,12.3
"1974-10-01","46.3395",61.3,51,78629,13
"1974-11-01","44.8159",61.3,51.5,78261,13.4
"1974-12-01","43.2364",61.2,51.9,77657,13.6
"1975-01-01","42.6437",61.4,52.3,77297,12.8
"1975-02-01","41.6572",61,52.6,76919,12.1
"1975-03-01","41.213",61.2,52.8,76649,12.3
"1975-04-01","41.2483",61.3,53,76461,13.9
"1975-05-01","41.154",61.5,53.1,76623,17
"1975-06-01","41.4216",61.2,53.5,76520,13.9
"1975-07-01","41.8198",61.3,54,76769,12.3
"1975-08-01","42.2548",61.3,54.2,77155,12.6
"1975-09-01","42.7754",61.2,54.6,77230,12.6
"1975-10-01","42.97",61.2,54.9,77535,13
"1975-11-01","43.0627",61.1,55.3,77680,12.3
"1975-12-01","43.5959",61.1,55.6,78018,11.5
"1976-01-01","44.2338",61.3,55.8,78506,11.3
"1976-02-01","44.6687",61.3,55.9,78817,11.9
"1976-03-01","44.7103",61.3,56,79049,11.8
"1976-04-01","44.9525",61.6,56.1,79292,11.2
"1976-05-01","45.1731",61.5,56.4,79311,11.8
"1976-06-01","45.1831",61.5,56.7,79376,10.9
"1976-07-01","45.4519",61.8,57,79547,11.2
"1976-08-01","45.7737",61.8,57.3,79704,11.2
"1976-09-01","45.9055",61.6,57.6,79892,10.8
"1976-10-01","45.922",61.6,57.9,79905,10.6
"1976-11-01","46.6016",61.9,58.1,80237,10.9
"1976-12-01","47.0857",61.8,58.4,80448,9.9
"1977-01-01","46.8261",61.6,58.7,80692,9.8
"1977-02-01","47.5387",61.9,59.3,80988,8.5
"1977-03-01","48.1302",62,59.6,81391,9.8
"1977-04-01","48.578",62.1,60,81729,9.9
"1977-05-01","48.9881",62.2,60.2,82089,9.8
"1977-06-01","49.3428",62.4,60.5,82488,10.2
"1977-07-01","49.4131",62.1,60.8,82836,10.1
"1977-08-01","49.4274",62.3,61.1,83074,10.5
"1977-09-01","49.6665",62.3,61.3,83532,10.7
"1977-10-01","49.7589",62.4,61.6,83794,10.7
"1977-11-01","49.8149",62.8,62,84173,10.8
"1977-12-01","49.8936",62.7,62.3,84408,11
"1978-01-01","49.2047",62.8,62.7,84595,11.4
"1978-02-01","49.4519",62.7,63,84948,10.7
"1978-03-01","50.392",62.8,63.4,85461,10.5
"1978-04-01","51.4438",63,63.9,86163,10.3
"1978-05-01","51.6239",63.1,64.5,86509,9.8
"1978-06-01","51.9809",63.3,65,86951,9.5
"1978-07-01","51.9572",63.2,65.5,87205,10.3
"1978-08-01","52.1531",63.2,65.9,87481,9.9
"1978-09-01","52.2862",63.3,66.5,87618,10
"1978-10-01","52.7031",63.3,67.1,87954,10.2
"1978-11-01","53.1001",63.5,67.5,88391,10
"1978-12-01","53.3889",63.6,67.9,88673,10
"1979-01-01","53.0435",63.6,68.5,88810,10.6
"1979-02-01","53.3331",63.8,69.2,89054,10.5
"1979-03-01","53.4972",63.8,69.9,89480,10.7
"1979-04-01","52.8947",63.5,70.6,89418,10.4
"1979-05-01","53.3176",63.3,71.4,89791,9.8
"1979-06-01","53.3158",63.5,72.2,90109,9.3
"1979-07-01","53.2432",63.6,73,90215,10
"1979-08-01","52.8891",63.6,73.7,90297,9.2
"1979-09-01","52.9468",63.8,74.4,90325,8.9
"1979-10-01","53.2382",63.7,75.2,90482,9.3
"1979-11-01","53.1886",63.7,76,90576,9.4
"1979-12-01","53.2612",63.9,76.9,90673,9.8
"1980-01-01","53.5021",64,78,90802,9.6
"1980-02-01","53.5079",64,79,90882,9.8
"1980-03-01","53.3284",63.7,80.1,90994,9.8
"1980-04-01","52.2375",63.8,80.9,90850,10.5
"1980-05-01","50.9676",63.9,81.7,90419,10.6
"1980-06-01","50.3335",63.7,82.5,90099,10.4
"1980-07-01","49.9417",63.8,82.6,89837,10.5
"1980-08-01","50.1226",63.7,83.2,90097,10.6
"1980-09-01","50.9338",63.6,83.9,90210,11.1
"1980-10-01","51.5801",63.7,84.7,90491,11
"1980-11-01","52.4731",63.8,85.6,90748,11.5
"1980-12-01","52.7676",63.6,86.4,90943,11.2
"1981-01-01","52.4688",63.9,87.2,91037,10.5
"1981-02-01","52.2219",63.9,88,91105,10.4
"1981-03-01","52.5009",64.1,88.6,91210,10.3
