"metropolitan_area","rate","rank","year"
"Ocean City, NJ Metropolitan Statistical Area",12.2,384,"2014"
"Merced, CA Metropolitan Statistical Area",12.8,385,"2014"
"Visalia-Porterville, CA Metropolitan Statistical Area",13.1,386,"2014"
"Yuma, AZ Metropolitan Statistical Area",22.9,387,"2014"
"El Centro, CA Metropolitan Statistical Area",24,388,"2014"
"Footnotes",NA,NA,"2014"
"(1) Area boundaries do not reflect official OMB definitions.",NA,NA,"2014"
"Note: Rates shown are a percentage of the labor force. Data refer to place of residence. Areas in the six New England states are Metropolitan New England City and Town Areas (NECTAs), while areas in other states are county-based. ",NA,NA,"2014"
"Ames, IA Metropolitan Statistical Area",2.5,1,"2015"
"Fargo, ND-MN Metropolitan Statistical Area",2.5,1,"2015"
"Bismarck, ND Metropolitan Statistical Area",2.6,3,"2015"
"Sioux Falls, SD Metropolitan Statistical Area",2.6,3,"2015"
"Iowa City, IA Metropolitan Statistical Area",2.7,5,"2015"
"Lincoln, NE Metropolitan Statistical Area",2.7,5,"2015"
"Mankato-North Mankato, MN Metropolitan Statistical Area",2.8,7,"2015"
"Burlington-South Burlington, VT Metropolitan NECTA",2.9,8,"2015"
"Grand Forks, ND-MN Metropolitan Statistical Area",3,9,"2015"
"Portsmouth, NH-ME Metropolitan NECTA",3,9,"2015"
"Amarillo, TX Metropolitan Statistical Area",3.1,11,"2015"
"Logan, UT-ID Metropolitan Statistical Area",3.1,11,"2015"
"Boulder, CO Metropolitan Statistical Area",3.2,13,"2015"
"Dover-Durham, NH-ME Metropolitan NECTA",3.2,13,"2015"
"Rapid City, SD Metropolitan Statistical Area",3.2,13,"2015"
"Rochester, MN Metropolitan Statistical Area",3.2,13,"2015"
"Billings, MT Metropolitan Statistical Area",3.3,17,"2015"
"Fort Collins, CO Metropolitan Statistical Area",3.3,17,"2015"
"Manchester, NH Metropolitan NECTA",3.3,17,"2015"
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",3.3,17,"2015"
"Provo-Orem, UT Metropolitan Statistical Area",3.3,17,"2015"
"Urban Honolulu, HI Metropolitan Statistical Area",3.3,17,"2015"
"Austin-Round Rock, TX Metropolitan Statistical Area",3.4,23,"2015"
"Lubbock, TX Metropolitan Statistical Area",3.4,23,"2015"
"Madison, WI Metropolitan Statistical Area",3.4,23,"2015"
"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",3.4,23,"2015"
"Salt Lake City, UT Metropolitan Statistical Area",3.4,23,"2015"
"College Station-Bryan, TX Metropolitan Statistical Area",3.5,28,"2015"
"Columbia, MO Metropolitan Statistical Area",3.5,28,"2015"
"Idaho Falls, ID Metropolitan Statistical Area",3.5,28,"2015"
"Manhattan, KS Metropolitan Statistical Area",3.5,28,"2015"
"Midland, TX Metropolitan Statistical Area",3.5,28,"2015"
"Portland-South Portland, ME Metropolitan NECTA",3.5,28,"2015"
"Columbus, IN Metropolitan Statistical Area",3.6,34,"2015"
"Des Moines-West Des Moines, IA Metropolitan Statistical Area",3.6,34,"2015"
"Sioux City, IA-NE-SD Metropolitan Statistical Area",3.6,34,"2015"
"Ann Arbor, MI Metropolitan Statistical Area",3.7,37,"2015"
"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",3.7,37,"2015"
"Dubuque, IA Metropolitan Statistical Area",3.7,37,"2015"
"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",3.7,37,"2015"
"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",3.7,37,"2015"
"Lawrence, KS Metropolitan Statistical Area",3.7,37,"2015"
"Ogden-Clearfield, UT Metropolitan Statistical Area",3.7,37,"2015"
"Abilene, TX Metropolitan Statistical Area",3.8,44,"2015"
"Grand Island, NE Metropolitan Statistical Area",3.8,44,"2015"
"Greeley, CO Metropolitan Statistical Area",3.8,44,"2015"
"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",3.8,44,"2015"
"St. Cloud, MN Metropolitan Statistical Area",3.8,44,"2015"
"San Antonio-New Braunfels, TX Metropolitan Statistical Area",3.8,44,"2015"
"Sheboygan, WI Metropolitan Statistical Area",3.8,44,"2015"
"Appleton, WI Metropolitan Statistical Area",3.9,51,"2015"
"Cedar Rapids, IA Metropolitan Statistical Area",3.9,51,"2015"
"Charlottesville, VA Metropolitan Statistical Area",3.9,51,"2015"
"Elkhart-Goshen, IN Metropolitan Statistical Area",3.9,51,"2015"
"Enid, OK Metropolitan Statistical Area",3.9,51,"2015"
"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",3.9,51,"2015"
"Missoula, MT Metropolitan Statistical Area",3.9,51,"2015"
"Oklahoma City, OK Metropolitan Statistical Area",3.9,51,"2015"
"Cheyenne, WY Metropolitan Statistical Area",4,59,"2015"
"Great Falls, MT Metropolitan Statistical Area",4,59,"2015"
"Lexington-Fayette, KY Metropolitan Statistical Area",4,59,"2015"
"Pocatello, ID Metropolitan Statistical Area",4,59,"2015"
"Sherman-Denison, TX Metropolitan Statistical Area",4,59,"2015"
"State College, PA Metropolitan Statistical Area",4,59,"2015"
"Wausau, WI Metropolitan Statistical Area",4,59,"2015"
"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",4.1,66,"2015"
"Eau Claire, WI Metropolitan Statistical Area",4.1,66,"2015"
"Fond du Lac, WI Metropolitan Statistical Area",4.1,66,"2015"
"Lancaster, PA Metropolitan Statistical Area",4.1,66,"2015"
"Lewiston, ID-WA Metropolitan Statistical Area",4.1,66,"2015"
"St. George, UT Metropolitan Statistical Area",4.1,66,"2015"
"San Angelo, TX Metropolitan Statistical Area",4.1,66,"2015"
"Waco, TX Metropolitan Statistical Area",4.1,66,"2015"
"Bangor, ME Metropolitan NECTA",4.2,74,"2015"
"Boise City, ID Metropolitan Statistical Area",4.2,74,"2015"
"Columbus, OH Metropolitan Statistical Area",4.2,74,"2015"
"Corvallis, OR Metropolitan Statistical Area",4.2,74,"2015"
"Gettysburg, PA Metropolitan Statistical Area",4.2,74,"2015"
"Green Bay, WI Metropolitan Statistical Area",4.2,74,"2015"
"Lewiston-Auburn, ME Metropolitan NECTA",4.2,74,"2015"
"Oshkosh-Neenah, WI Metropolitan Statistical Area",4.2,74,"2015"
"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",4.2,74,"2015"
"Topeka, KS Metropolitan Statistical Area",4.2,74,"2015"
"Victoria, TX Metropolitan Statistical Area",4.2,74,"2015"
"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",4.3,85,"2015"
"Evansville, IN-KY Metropolitan Statistical Area",4.3,85,"2015"
"Harrisburg-Carlisle, PA Metropolitan Statistical Area",4.3,85,"2015"
"Jefferson City, MO Metropolitan Statistical Area",4.3,85,"2015"
"Lafayette-West Lafayette, IN Metropolitan Statistical Area",4.3,85,"2015"
"Lawton, OK Metropolitan Statistical Area",4.3,85,"2015"
"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",4.3,85,"2015"
"Staunton-Waynesboro, VA Metropolitan Statistical Area",4.3,85,"2015"
"Wichita Falls, TX Metropolitan Statistical Area",4.3,85,"2015"
"Winchester, VA-WV Metropolitan Statistical Area",4.3,85,"2015"
"Ithaca, NY Metropolitan Statistical Area",4.4,95,"2015"
"Joplin, MO Metropolitan Statistical Area",4.4,95,"2015"
"Roanoke, VA Metropolitan Statistical Area",4.4,95,"2015"
"Springfield, MO Metropolitan Statistical Area",4.4,95,"2015"
"Tulsa, OK Metropolitan Statistical Area",4.4,95,"2015"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",4.4,95,"2015"
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",4.4,95,"2015"
"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",4.5,102,"2015"
"Cincinnati, OH-KY-IN Metropolitan Statistical Area",4.5,102,"2015"
"Fort Wayne, IN Metropolitan Statistical Area",4.5,102,"2015"
"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",4.5,102,"2015"
"Lansing-East Lansing, MI Metropolitan Statistical Area",4.5,102,"2015"
"Lebanon, PA Metropolitan Statistical Area",4.5,102,"2015"
"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",4.5,102,"2015"
"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",4.5,102,"2015"
"St. Joseph, MO-KS Metropolitan Statistical Area",4.5,102,"2015"
"Santa Rosa, CA Metropolitan Statistical Area",4.5,102,"2015"
"Tyler, TX Metropolitan Statistical Area",4.5,102,"2015"
"Asheville, NC Metropolitan Statistical Area",4.6,113,"2015"
"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",4.6,113,"2015"
"Colorado Springs, CO Metropolitan Statistical Area",4.6,113,"2015"
"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",4.6,113,"2015"
"Danbury, CT Metropolitan NECTA",4.6,113,"2015"
"Harrisonburg, VA Metropolitan Statistical Area",4.6,113,"2015"
"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",4.6,113,"2015"
"Jonesboro, AR Metropolitan Statistical Area",4.6,113,"2015"
"Killeen-Temple, TX Metropolitan Statistical Area",4.6,113,"2015"
"Monroe, MI Metropolitan Statistical Area",4.6,113,"2015"
"Napa, CA Metropolitan Statistical Area",4.6,113,"2015"
"Odessa, TX Metropolitan Statistical Area",4.6,113,"2015"
"Richmond, VA Metropolitan Statistical Area",4.6,113,"2015"
"Wichita, KS Metropolitan Statistical Area",4.6,113,"2015"
"Cape Girardeau, MO-IL Metropolitan Statistical Area",4.7,127,"2015"
"Gainesville, FL Metropolitan Statistical Area",4.7,127,"2015"
"Laredo, TX Metropolitan Statistical Area",4.7,127,"2015"
"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",4.7,127,"2015"
"Owensboro, KY Metropolitan Statistical Area",4.7,127,"2015"
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metropolitan Statistical Area",4.7,127,"2015"
"Bowling Green, KY Metropolitan Statistical Area",4.8,133,"2015"
"California-Lexington Park, MD Metropolitan Statistical Area",4.8,133,"2015"
"Dayton, OH Metropolitan Statistical Area",4.8,133,"2015"
"Kalamazoo-Portage, MI Metropolitan Statistical Area",4.8,133,"2015"
"Kansas City, MO-KS Metropolitan Statistical Area",4.8,133,"2015"
"Kingston, NY Metropolitan Statistical Area",4.8,133,"2015"
"Lima, OH Metropolitan Statistical Area",4.8,133,"2015"
"Raleigh, NC Metropolitan Statistical Area",4.8,133,"2015"
"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",4.8,133,"2015"
"York-Hanover, PA Metropolitan Statistical Area",4.8,133,"2015"
"Akron, OH Metropolitan Statistical Area",4.9,143,"2015"
"Bloomington, IL Metropolitan Statistical Area",4.9,143,"2015"
"Casper, WY Metropolitan Statistical Area",4.9,143,"2015"
"Duluth, MN-WI Metropolitan Statistical Area",4.9,143,"2015"
"Gainesville, GA Metropolitan Statistical Area",4.9,143,"2015"
"Lynchburg, VA Metropolitan Statistical Area",4.9,143,"2015"
"Midland, MI Metropolitan Statistical Area",4.9,143,"2015"
"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",4.9,143,"2015"
"Reading, PA Metropolitan Statistical Area",4.9,143,"2015"
"Texarkana, TX-AR Metropolitan Statistical Area",4.9,143,"2015"
"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",4.9,143,"2015"
"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",5,154,"2015"
"Cleveland-Elyria, OH Metropolitan Statistical Area",5,154,"2015"
"Durham-Chapel Hill, NC Metropolitan Statistical Area",5,154,"2015"
"Kokomo, IN Metropolitan Statistical Area",5,154,"2015"
"Longview, TX Metropolitan Statistical Area",5,154,"2015"
"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",5,154,"2015"
"Springfield, OH Metropolitan Statistical Area",5,154,"2015"
"Toledo, OH Metropolitan Statistical Area",5,154,"2015"
"Trenton, NJ Metropolitan Statistical Area",5,154,"2015"
"Battle Creek, MI Metropolitan Statistical Area",5.1,163,"2015"
"Bloomington, IN Metropolitan Statistical Area",5.1,163,"2015"
"Charleston-North Charleston, SC Metropolitan Statistical Area",5.1,163,"2015"
"Coeur d'Alene, ID Metropolitan Statistical Area",5.1,163,"2015"
"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",5.1,163,"2015"
"Morgantown, WV Metropolitan Statistical Area",5.1,163,"2015"
"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",5.1,163,"2015"
"Rochester, NY Metropolitan Statistical Area",5.1,163,"2015"
"St. Louis, MO-IL Metropolitan Statistical Area(1)",5.1,163,"2015"
"Altoona, PA Metropolitan Statistical Area",5.2,172,"2015"
"Auburn-Opelika, AL Metropolitan Statistical Area",5.2,172,"2015"
"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",5.2,172,"2015"
"Champaign-Urbana, IL Metropolitan Statistical Area",5.2,172,"2015"
"Corpus Christi, TX Metropolitan Statistical Area",5.2,172,"2015"
"El Paso, TX Metropolitan Statistical Area",5.2,172,"2015"
"Janesville-Beloit, WI Metropolitan Statistical Area",5.2,172,"2015"
"Knoxville, TN Metropolitan Statistical Area",5.2,172,"2015"
"Niles-Benton Harbor, MI Metropolitan Statistical Area",5.2,172,"2015"
"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",5.2,172,"2015"
"Phoenix-Mesa-Scottsdale, AZ Metropolitan Statistical Area",5.2,172,"2015"
"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",5.2,172,"2015"
"San Diego-Carlsbad, CA Metropolitan Statistical Area",5.2,172,"2015"
"Springfield, IL Metropolitan Statistical Area",5.2,172,"2015"
"Tallahassee, FL Metropolitan Statistical Area",5.2,172,"2015"
"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",5.2,172,"2015"
"Worcester, MA-CT Metropolitan NECTA",5.2,172,"2015"
"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",5.3,189,"2015"
"Canton-Massillon, OH Metropolitan Statistical Area",5.3,189,"2015"
"Glens Falls, NY Metropolitan Statistical Area",5.3,189,"2015"
"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",5.3,189,"2015"
"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",5.3,189,"2015"
"Jackson, MI Metropolitan Statistical Area",5.3,189,"2015"
"Jackson, MS Metropolitan Statistical Area",5.3,189,"2015"
"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",5.3,189,"2015"
"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",5.3,189,"2015"
"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",5.3,189,"2015"
"Pittsburgh, PA Metropolitan Statistical Area",5.3,189,"2015"
"Santa Fe, NM Metropolitan Statistical Area",5.3,189,"2015"
"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",5.3,189,"2015"
"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",5.4,202,"2015"
"Bloomsburg-Berwick, PA Metropolitan Statistical Area",5.4,202,"2015"
"Burlington, NC Metropolitan Statistical Area",5.4,202,"2015"
"Cleveland, TN Metropolitan Statistical Area",5.4,202,"2015"
"Dover, DE Metropolitan Statistical Area",5.4,202,"2015"
"Fort Smith, AR-OK Metropolitan Statistical Area",5.4,202,"2015"
"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",5.4,202,"2015"
"Jacksonville, FL Metropolitan Statistical Area",5.4,202,"2015"
"Lake Charles, LA Metropolitan Statistical Area",5.4,202,"2015"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",5.4,202,"2015"
"Syracuse, NY Metropolitan Statistical Area",5.4,202,"2015"
"Baton Rouge, LA Metropolitan Statistical Area",5.5,213,"2015"
"Birmingham-Hoover, AL Metropolitan Statistical Area",5.5,213,"2015"
"Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA",5.5,213,"2015"
"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",5.5,213,"2015"
"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",5.5,213,"2015"
"Chattanooga, TN-GA Metropolitan Statistical Area",5.5,213,"2015"
"Columbia, SC Metropolitan Statistical Area",5.5,213,"2015"
"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",5.5,213,"2015"
"Erie, PA Metropolitan Statistical Area",5.5,213,"2015"
"Fairbanks, AK Metropolitan Statistical Area",5.5,213,"2015"
"Grand Junction, CO Metropolitan Statistical Area",5.5,213,"2015"
"Hot Springs, AR Metropolitan Statistical Area",5.5,213,"2015"
"Huntsville, AL Metropolitan Statistical Area",5.5,213,"2015"
"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",5.5,213,"2015"
"Panama City, FL Metropolitan Statistical Area",5.5,213,"2015"
"Pittsfield, MA Metropolitan NECTA",5.5,213,"2015"
"Tucson, AZ Metropolitan Statistical Area",5.5,213,"2015"
"Utica-Rome, NY Metropolitan Statistical Area",5.5,213,"2015"
"Wilmington, NC Metropolitan Statistical Area",5.5,213,"2015"
"Winston-Salem, NC Metropolitan Statistical Area",5.5,213,"2015"
"Bremerton-Silverdale, WA Metropolitan Statistical Area",5.6,233,"2015"
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",5.6,233,"2015"
"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",5.6,233,"2015"
"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",5.6,233,"2015"
"Mansfield, OH Metropolitan Statistical Area",5.6,233,"2015"
"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",5.6,233,"2015"
"Prescott, AZ Metropolitan Statistical Area",5.6,233,"2015"
"Pueblo, CO Metropolitan Statistical Area",5.6,233,"2015"
"Racine, WI Metropolitan Statistical Area",5.6,233,"2015"
"Anchorage, AK Metropolitan Statistical Area",5.7,242,"2015"
"Athens-Clarke County, GA Metropolitan Statistical Area",5.7,242,"2015"
"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",5.7,242,"2015"
"Hartford-West Hartford-East Hartford, CT Metropolitan NECTA",5.7,242,"2015"
"Hattiesburg, MS Metropolitan Statistical Area",5.7,242,"2015"
"Houma-Thibodaux, LA Metropolitan Statistical Area",5.7,242,"2015"
"Leominster-Gardner, MA Metropolitan NECTA",5.7,242,"2015"
"Muncie, IN Metropolitan Statistical Area",5.7,242,"2015"
"New Haven, CT Metropolitan NECTA",5.7,242,"2015"
"Saginaw, MI Metropolitan Statistical Area",5.7,242,"2015"
"Savannah, GA Metropolitan Statistical Area",5.7,242,"2015"
"Springfield, MA-CT Metropolitan NECTA",5.7,242,"2015"
"Tuscaloosa, AL Metropolitan Statistical Area",5.7,242,"2015"
"Bay City, MI Metropolitan Statistical Area",5.8,255,"2015"
"Eugene, OR Metropolitan Statistical Area",5.8,255,"2015"
"Muskegon, MI Metropolitan Statistical Area",5.8,255,"2015"
"Barnstable Town, MA Metropolitan NECTA",5.9,258,"2015"
"Bend-Redmond, OR Metropolitan Statistical Area",5.9,258,"2015"
"Binghamton, NY Metropolitan Statistical Area",5.9,258,"2015"
"Carbondale-Marion, IL Metropolitan Statistical Area",5.9,258,"2015"
"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",5.9,258,"2015"
"Clarksville, TN-KY Metropolitan Statistical Area",5.9,258,"2015"
"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",5.9,258,"2015"
"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",5.9,258,"2015"
"Elmira, NY Metropolitan Statistical Area",5.9,258,"2015"
"Greensboro-High Point, NC Metropolitan Statistical Area",5.9,258,"2015"
"Jackson, TN Metropolitan Statistical Area",5.9,258,"2015"
"Jacksonville, NC Metropolitan Statistical Area",5.9,258,"2015"
"Montgomery, AL Metropolitan Statistical Area",5.9,258,"2015"
"Providence-Warwick, RI-MA Metropolitan NECTA",5.9,258,"2015"
"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",5.9,258,"2015"
"Salem, OR Metropolitan Statistical Area",5.9,258,"2015"
"Spartanburg, SC Metropolitan Statistical Area",5.9,258,"2015"
"Valdosta, GA Metropolitan Statistical Area",5.9,258,"2015"
"Wenatchee, WA Metropolitan Statistical Area",5.9,258,"2015"
"Bellingham, WA Metropolitan Statistical Area",6,277,"2015"
"Johnson City, TN Metropolitan Statistical Area",6,277,"2015"
"New Bern, NC Metropolitan Statistical Area",6,277,"2015"
"New Orleans-Metairie, LA Metropolitan Statistical Area",6,277,"2015"
"Olympia-Tumwater, WA Metropolitan Statistical Area",6,277,"2015"
"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",6,277,"2015"
"Port St. Lucie, FL Metropolitan Statistical Area",6,277,"2015"
"Punta Gorda, FL Metropolitan Statistical Area",6,277,"2015"
"Walla Walla, WA Metropolitan Statistical Area",6,277,"2015"
"Albuquerque, NM Metropolitan Statistical Area",6.1,286,"2015"
"Flint, MI Metropolitan Statistical Area",6.1,286,"2015"
"Goldsboro, NC Metropolitan Statistical Area",6.1,286,"2015"
"Greenville, NC Metropolitan Statistical Area",6.1,286,"2015"
"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",6.1,286,"2015"
"Terre Haute, IN Metropolitan Statistical Area",6.1,286,"2015"
"Vallejo-Fairfield, CA Metropolitan Statistical Area",6.1,286,"2015"
"Williamsport, PA Metropolitan Statistical Area",6.1,286,"2015"
"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",6.1,286,"2015"
"Decatur, AL Metropolitan Statistical Area",6.2,295,"2015"
"Dothan, AL Metropolitan Statistical Area",6.2,295,"2015"
"Gadsden, AL Metropolitan Statistical Area",6.2,295,"2015"
"Hinesville, GA Metropolitan Statistical Area",6.2,295,"2015"
"Norwich-New London-Westerly, CT-RI Metropolitan NECTA",6.2,295,"2015"
"Scranton--Wilkes-Barre--Hazleton, PA Metropolitan Statistical Area",6.2,295,"2015"
"Warner Robins, GA Metropolitan Statistical Area",6.2,295,"2015"
"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",6.3,302,"2015"
"Brunswick, GA Metropolitan Statistical Area",6.3,302,"2015"
"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",6.3,302,"2015"
"Lakeland-Winter Haven, FL Metropolitan Statistical Area",6.3,302,"2015"
"Memphis, TN-MS-AR Metropolitan Statistical Area",6.3,302,"2015"
"Michigan City-La Porte, IN Metropolitan Statistical Area",6.3,302,"2015"
"Morristown, TN Metropolitan Statistical Area",6.3,302,"2015"
"Reno, NV Metropolitan Statistical Area",6.3,302,"2015"
"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",6.4,310,"2015"
"Lafayette, LA Metropolitan Statistical Area",6.4,310,"2015"
"Peoria, IL Metropolitan Statistical Area",6.4,310,"2015"
"Salisbury, MD-DE Metropolitan Statistical Area",6.4,310,"2015"
"Charleston, WV Metropolitan Statistical Area",6.5,314,"2015"
"East Stroudsburg, PA Metropolitan Statistical Area",6.5,314,"2015"
"Flagstaff, AZ Metropolitan Statistical Area",6.5,314,"2015"
"Macon-Bibb County, GA Metropolitan Statistical Area",6.5,314,"2015"
"Ocala, FL Metropolitan Statistical Area",6.5,314,"2015"
"Parkersburg-Vienna, WV Metropolitan Statistical Area",6.5,314,"2015"
"Alexandria, LA Metropolitan Statistical Area",6.6,320,"2015"
"Dalton, GA Metropolitan Statistical Area",6.6,320,"2015"
"Johnstown, PA Metropolitan Statistical Area",6.6,320,"2015"
"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",6.6,320,"2015"
"Watertown-Fort Drum, NY Metropolitan Statistical Area",6.6,320,"2015"
"Wheeling, WV-OH Metropolitan Statistical Area",6.6,320,"2015"
"Albany, OR Metropolitan Statistical Area",6.7,326,"2015"
"Beaumont-Port Arthur, TX Metropolitan Statistical Area",6.7,326,"2015"
"Kankakee, IL Metropolitan Statistical Area",6.7,326,"2015"
"Monroe, LA Metropolitan Statistical Area",6.7,326,"2015"
"Rome, GA Metropolitan Statistical Area",6.7,326,"2015"
"Florence, SC Metropolitan Statistical Area",6.8,331,"2015"
"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",6.8,331,"2015"
"Medford, OR Metropolitan Statistical Area",6.8,331,"2015"
"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",6.8,331,"2015"
"Pine Bluff, AR Metropolitan Statistical Area",6.8,331,"2015"
"Spokane-Spokane Valley, WA Metropolitan Statistical Area",6.8,331,"2015"
"Sumter, SC Metropolitan Statistical Area",6.8,331,"2015"
"Columbus, GA-AL Metropolitan Statistical Area",6.9,338,"2015"
"Farmington, NM Metropolitan Statistical Area",6.9,338,"2015"
"Mobile, AL Metropolitan Statistical Area",6.9,338,"2015"
"Rockford, IL Metropolitan Statistical Area",6.9,338,"2015"
"Sebastian-Vero Beach, FL Metropolitan Statistical Area",6.9,338,"2015"
"Shreveport-Bossier City, LA Metropolitan Statistical Area",6.9,338,"2015"
"Albany, GA Metropolitan Statistical Area",7,344,"2015"
"Anniston-Oxford-Jacksonville, AL Metropolitan Statistical Area",7,344,"2015"
"Decatur, IL Metropolitan Statistical Area",7,344,"2015"
"Kennewick-Richland, WA Metropolitan Statistical Area",7,344,"2015"
"Brownsville-Harlingen, TX Metropolitan Statistical Area",7.1,348,"2015"
"Cumberland, MD-WV Metropolitan Statistical Area",7.1,348,"2015"
"Danville, IL Metropolitan Statistical Area",7.1,348,"2015"
"Carson City, NV Metropolitan Statistical Area",7.2,351,"2015"
"Chico, CA Metropolitan Statistical Area",7.2,351,"2015"
"Hammond, LA Metropolitan Statistical Area",7.2,351,"2015"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",7.2,351,"2015"
"Florence-Muscle Shoals, AL Metropolitan Statistical Area",7.3,355,"2015"
"Las Cruces, NM Metropolitan Statistical Area",7.3,355,"2015"
"New Bedford, MA Metropolitan NECTA",7.3,355,"2015"
"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",7.3,355,"2015"
"Waterbury, CT Metropolitan NECTA",7.3,355,"2015"
"Fayetteville, NC Metropolitan Statistical Area",7.4,360,"2015"
"Homosassa Springs, FL Metropolitan Statistical Area",7.5,361,"2015"
"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",7.5,361,"2015"
"Sebring, FL Metropolitan Statistical Area",7.5,361,"2015"
"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",7.5,361,"2015"
"Grants Pass, OR Metropolitan Statistical Area",7.7,365,"2015"
"The Villages, FL Metropolitan Statistical Area",7.7,365,"2015"
"Beckley, WV Metropolitan Statistical Area",7.8,367,"2015"
"Longview, WA Metropolitan Statistical Area",7.8,367,"2015"
"Redding, CA Metropolitan Statistical Area",7.8,367,"2015"
"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",7.9,370,"2015"
"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",7.9,370,"2015"
"Rocky Mount, NC Metropolitan Statistical Area",8.1,372,"2015"
"Salinas, CA Metropolitan Statistical Area",8.1,372,"2015"
"Yakima, WA Metropolitan Statistical Area",8.1,372,"2015"
"Vineland-Bridgeton, NJ Metropolitan Statistical Area",8.8,375,"2015"
"Stockton-Lodi, CA Metropolitan Statistical Area",8.9,376,"2015"
"Modesto, CA Metropolitan Statistical Area",9.5,377,"2015"
"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",9.6,378,"2015"
"Bakersfield, CA Metropolitan Statistical Area",10.2,379,"2015"
